candidate_id,rank,score,reasoning
CAND_0046132,37,0.714185,"AI Research Engineer with 4.3 yrs — direct title match for Senior AI Engineer; career shows deep retrieval/ranking/recsys work at product company; limited direct skill overlap with JD core stack; based in Noida, Uttar Pradesh (JD preferred location); recently active (23d ago); high recruiter response rate (94%); available within 30d notice; no GitHub profile linked."
CAND_0007412,38,0.711061,"Applied ML Engineer with 7.4 yrs — direct title match for Senior AI Engineer; career shows deep retrieval/ranking/recsys work at product company; partial skill overlap with JD requirements; based in Noida, Uttar Pradesh (JD preferred location); high recruiter response rate (76%); notice period 120d — longer than preferred."
CAND_0080534,39,0.709469,"ML Engineer with 3.8 yrs — direct title match for Senior AI Engineer; career shows deep retrieval/ranking/recsys work at product company; partial skill overlap with JD requirements; India-based in Vizag, Andhra Pradesh; recently active (23d ago); high recruiter response rate (91%); available within 30d notice; strong public GitHub activity (81/100)."
CAND_0011162,40,0.709015,"Recommendation Systems Engineer with 5.8 yrs — direct title match for Senior AI Engineer; career shows deep retrieval/ranking/recsys work at product company; strong skill alignment with JD core stack (embeddings, retrieval, ranking); India-based in Coimbatore, Tamil Nadu, willing to relocate; high recruiter response rate (75%)."
CAND_0016659,41,0.70837,"ML Engineer with 4.4 yrs — direct title match for Senior AI Engineer; career shows deep retrieval/ranking/recsys work at product company; partial skill overlap with JD requirements; India-based in Coimbatore, Tamil Nadu; recently active (27d ago); high recruiter response rate (89%)."
CAND_0040887,42,0.706958,"Machine Learning Engineer with 4.7 yrs — direct title match for Senior AI Engineer; product-company background with ML infrastructure work; strong skill alignment with JD core stack (embeddings, retrieval, ranking); located Toronto — outside preferred geography; recently active (25d ago); high recruiter response rate (84%); available within 15d notice."
CAND_0070525,43,0.706016,"Senior Software Engineer (ML) (5.4 yrs) — adjacent role, strong transferable signals; career shows deep retrieval/ranking/recsys work at product company; partial skill overlap with JD requirements; based in Hyderabad, Telangana (JD preferred location); recently active (24d ago); high recruiter response rate (93%)."
CAND_0054123,44,0.704942,"Applied ML Engineer with 4.7 yrs — direct title match for Senior AI Engineer; career shows deep retrieval/ranking/recsys work at product company; strong skill alignment with JD core stack (embeddings, retrieval, ranking); based in Gurgaon, Haryana (JD preferred location); high recruiter response rate (87%); strong public GitHub activity (72/100); not currently marked open-to-work."
CAND_0011327,45,0.704628,"AI Research Engineer with 6.3 yrs — direct title match for Senior AI Engineer; career shows deep retrieval/ranking/recsys work at product company; limited direct skill overlap with JD core stack; based in Gurgaon, Haryana (JD preferred location); recently active (24d ago); high recruiter response rate (79%); no GitHub profile linked."
CAND_0027691,46,0.703833,"NLP Engineer with 6.5 yrs — direct title match for Senior AI Engineer; career shows deep retrieval/ranking/recsys work at product company; strong skill alignment with JD core stack (embeddings, retrieval, ranking); based in Pune, Maharashtra (JD preferred location); available within 15d notice."
CAND_0018722,47,0.70373,Recommendation Systems Engineer with 6.6 yrs — direct title match for Senior AI Engineer; career shows deep retrieval/ranking/recsys work at product company; partial skill overlap with JD requirements; located Toronto — outside preferred geography; high recruiter response rate (79%); strong public GitHub activity (94/100).
CAND_0039754,48,0.702407,"Senior Applied Scientist with 16.2 yrs — direct title match for Senior AI Engineer; career shows deep retrieval/ranking/recsys work at product company; partial skill overlap with JD requirements; India-based in Indore, Madhya Pradesh, willing to relocate; high recruiter response rate (81%); available within 30d notice; strong public GitHub activity (78/100)."
CAND_0050454,49,0.701748,"AI Engineer with 6.8 yrs — direct title match for Senior AI Engineer; career shows deep retrieval/ranking/recsys work at product company; partial skill overlap with JD requirements; based in Delhi, Delhi (JD preferred location); high recruiter response rate (77%); available within 30d notice; no GitHub profile linked."
CAND_0053527,50,0.701428,"Junior ML Engineer with 7.0 yrs — direct title match for Senior AI Engineer; career shows deep retrieval/ranking/recsys work at product company; partial skill overlap with JD requirements; based in Bangalore, Karnataka (JD preferred location); recently active (22d ago); high recruiter response rate (81%); no GitHub profile linked."
CAND_0078002,51,0.701233,"Machine Learning Engineer with 6.3 yrs — direct title match for Senior AI Engineer; career shows deep retrieval/ranking/recsys work at product company; limited direct skill overlap with JD core stack; India-based in Coimbatore, Tamil Nadu; high recruiter response rate (86%)."
CAND_0098846,52,0.700779,"AI Engineer with 7.6 yrs — direct title match for Senior AI Engineer; product-company background with ML infrastructure work; partial skill overlap with JD requirements; India-based in Indore, Madhya Pradesh, willing to relocate; strong public GitHub activity (86/100)."
CAND_0076163,53,0.7006,"NLP Engineer with 6.9 yrs — direct title match for Senior AI Engineer; product-company background with ML infrastructure work; partial skill overlap with JD requirements; India-based in Chandigarh, Chandigarh; high recruiter response rate (84%); strong public GitHub activity (85/100)."
CAND_0086022,54,0.70051,"Senior Applied Scientist with 5.3 yrs — direct title match for Senior AI Engineer; career shows deep retrieval/ranking/recsys work at product company; strong skill alignment with JD core stack (embeddings, retrieval, ranking); India-based in Kolkata, West Bengal, willing to relocate; available within 0d notice; strong public GitHub activity (75/100)."
CAND_0068811,55,0.700247,"Applied ML Engineer with 8.0 yrs — direct title match for Senior AI Engineer; career shows deep retrieval/ranking/recsys work at product company; partial skill overlap with JD requirements; based in Pune, Maharashtra (JD preferred location); recently active (28d ago); available within 30d notice."
CAND_0099675,56,0.699507,"Junior ML Engineer with 3.9 yrs — direct title match for Senior AI Engineer; career shows deep retrieval/ranking/recsys work at product company; partial skill overlap with JD requirements; India-based in Kochi, Kerala; recently active (23d ago); high recruiter response rate (78%)."
CAND_0028422,57,0.698666,"Junior ML Engineer with 5.5 yrs — direct title match for Senior AI Engineer; career shows deep retrieval/ranking/recsys work at product company; limited direct skill overlap with JD core stack; based in Chennai, Tamil Nadu (JD preferred location); high recruiter response rate (76%); strong public GitHub activity (72/100)."
CAND_0052328,58,0.698007,"Recommendation Systems Engineer with 6.5 yrs — direct title match for Senior AI Engineer; product-company background with ML infrastructure work; strong skill alignment with JD core stack (embeddings, retrieval, ranking); based in Pune, Maharashtra (JD preferred location); high recruiter response rate (79%); available within 30d notice; strong public GitHub activity (78/100)."
CAND_0007596,59,0.696334,"Junior ML Engineer with 4.4 yrs — direct title match for Senior AI Engineer; career shows deep retrieval/ranking/recsys work at product company; limited direct skill overlap with JD core stack; based in Delhi, Delhi (JD preferred location); recently active (27d ago); high recruiter response rate (86%); no GitHub profile linked."
CAND_0015065,60,0.695867,"AI Research Engineer with 3.9 yrs — direct title match for Senior AI Engineer; career shows deep retrieval/ranking/recsys work at product company; partial skill overlap with JD requirements; based in Delhi, Delhi (JD preferred location); high recruiter response rate (84%)."
CAND_0068932,61,0.695049,"ML Engineer with 5.2 yrs — direct title match for Senior AI Engineer; career shows deep retrieval/ranking/recsys work at product company; limited direct skill overlap with JD core stack; based in Noida, Uttar Pradesh (JD preferred location); recently active (23d ago); high recruiter response rate (82%); available within 30d notice; strong public GitHub activity (70/100)."
CAND_0081053,62,0.695002,"NLP Engineer with 5.4 yrs — direct title match for Senior AI Engineer; career shows deep retrieval/ranking/recsys work at product company; partial skill overlap with JD requirements; India-based in Chandigarh, Chandigarh, willing to relocate; high recruiter response rate (83%); strong public GitHub activity (78/100)."
CAND_0047521,63,0.694937,"Junior ML Engineer with 4.4 yrs — direct title match for Senior AI Engineer; career shows deep retrieval/ranking/recsys work at product company; partial skill overlap with JD requirements; based in Mumbai, Maharashtra (JD preferred location); high recruiter response rate (83%); notice period 120d — longer than preferred; strong public GitHub activity (66/100)."
CAND_0025640,64,0.692004,"AI Research Engineer with 5.6 yrs — direct title match for Senior AI Engineer; mixed consulting/product background; strong skill alignment with JD core stack (embeddings, retrieval, ranking); India-based in Jaipur, Rajasthan; high recruiter response rate (87%); available within 30d notice; no GitHub profile linked."
CAND_0061655,65,0.691267,"Machine Learning Engineer with 4.6 yrs — direct title match for Senior AI Engineer; career shows deep retrieval/ranking/recsys work at product company; partial skill overlap with JD requirements; India-based in Jaipur, Rajasthan; recently active (28d ago); high recruiter response rate (88%); available within 15d notice; not currently marked open-to-work."
CAND_0030468,66,0.69067,"Senior Applied Scientist with 5.4 yrs — direct title match for Senior AI Engineer; career shows deep retrieval/ranking/recsys work at product company; partial skill overlap with JD requirements; India-based in Indore, Madhya Pradesh, willing to relocate; high recruiter response rate (78%)."
CAND_0053591,67,0.690188,AI Engineer with 5.3 yrs — direct title match for Senior AI Engineer; product-company background with ML infrastructure work; partial skill overlap with JD requirements; located Toronto — outside preferred geography; high recruiter response rate (81%); strong public GitHub activity (76/100).
CAND_0009691,68,0.690021,"Applied ML Engineer with 6.2 yrs — direct title match for Senior AI Engineer; career shows deep retrieval/ranking/recsys work at product company; partial skill overlap with JD requirements; India-based in Indore, Madhya Pradesh, willing to relocate; notice period 120d — longer than preferred; strong public GitHub activity (68/100)."
CAND_0021410,69,0.688958,"Junior ML Engineer with 4.0 yrs — direct title match for Senior AI Engineer; career shows deep retrieval/ranking/recsys work at product company; limited direct skill overlap with JD core stack; based in Hyderabad, Telangana (JD preferred location); recently active (25d ago); high recruiter response rate (80%); no GitHub profile linked."
CAND_0042100,70,0.688788,"Machine Learning Engineer with 7.3 yrs — direct title match for Senior AI Engineer; product-company background with ML infrastructure work; strong skill alignment with JD core stack (embeddings, retrieval, ranking); located Singapore — outside preferred geography; high recruiter response rate (87%)."
CAND_0037566,71,0.688411,"Machine Learning Engineer with 6.9 yrs — direct title match for Senior AI Engineer; product-company background with ML infrastructure work; partial skill overlap with JD requirements; based in Bangalore, Karnataka (JD preferred location); available within 15d notice; strong public GitHub activity (73/100)."
CAND_0075574,72,0.688093,"Machine Learning Engineer with 5.7 yrs — direct title match for Senior AI Engineer; career shows deep retrieval/ranking/recsys work at product company; partial skill overlap with JD requirements; based in Bangalore, Karnataka (JD preferred location)."
CAND_0086893,73,0.687449,"ML Engineer with 3.9 yrs — direct title match for Senior AI Engineer; career shows deep retrieval/ranking/recsys work at product company; partial skill overlap with JD requirements; based in Bangalore, Karnataka (JD preferred location); recently active (24d ago); high recruiter response rate (90%); no GitHub profile linked."
CAND_0005538,74,0.687046,"Senior AI Engineer with 5.9 yrs — direct title match for Senior AI Engineer; career shows deep retrieval/ranking/recsys work at product company; limited direct skill overlap with JD core stack; India-based in Kolkata, West Bengal; high recruiter response rate (81%)."
CAND_0006567,75,0.684579,"Senior AI Engineer with 7.9 yrs — direct title match for Senior AI Engineer; career shows deep retrieval/ranking/recsys work at product company; limited direct skill overlap with JD core stack; based in Noida, Uttar Pradesh (JD preferred location); high recruiter response rate (79%)."
CAND_0044222,76,0.682281,"AI Engineer with 7.7 yrs — direct title match for Senior AI Engineer; career shows deep retrieval/ranking/recsys work at product company; partial skill overlap with JD requirements; India-based in Vizag, Andhra Pradesh."
CAND_0007009,77,0.68175,"Recommendation Systems Engineer with 7.9 yrs — direct title match for Senior AI Engineer; career shows deep retrieval/ranking/recsys work at product company; partial skill overlap with JD requirements; based in Noida, Uttar Pradesh (JD preferred location); available within 30d notice; strong public GitHub activity (69/100)."
CAND_0064888,78,0.680653,"ML Engineer with 5.8 yrs — direct title match for Senior AI Engineer; product-company background with ML infrastructure work; partial skill overlap with JD requirements; India-based in Vizag, Andhra Pradesh, willing to relocate; recently active (24d ago); high recruiter response rate (92%); available within 30d notice."
CAND_0099751,79,0.679503,"Junior ML Engineer with 5.5 yrs — direct title match for Senior AI Engineer; career shows deep retrieval/ranking/recsys work at product company; partial skill overlap with JD requirements; based in Chennai, Tamil Nadu (JD preferred location); notice period 120d — longer than preferred."
CAND_0017178,80,0.679141,"ML Engineer with 4.2 yrs — direct title match for Senior AI Engineer; career shows deep retrieval/ranking/recsys work at product company; limited direct skill overlap with JD core stack; based in Hyderabad, Telangana (JD preferred location); recently active (23d ago); high recruiter response rate (85%); available within 30d notice; not currently marked open-to-work."
CAND_0049538,81,0.678291,"Applied ML Engineer with 5.8 yrs — direct title match for Senior AI Engineer; product-company background with ML infrastructure work; strong skill alignment with JD core stack (embeddings, retrieval, ranking); India-based in Jaipur, Rajasthan; recently active (22d ago); available within 30d notice; strong public GitHub activity (91/100); not currently marked open-to-work."
CAND_0054318,82,0.677759,"AI Research Engineer with 3.5 yrs — direct title match for Senior AI Engineer; product-company background with ML infrastructure work; partial skill overlap with JD requirements; India-based in Chandigarh, Chandigarh; recently active (22d ago); high recruiter response rate (87%)."
CAND_0090155,83,0.677621,"ML Engineer with 5.8 yrs — direct title match for Senior AI Engineer; product-company background with ML infrastructure work; partial skill overlap with JD requirements; based in Pune, Maharashtra (JD preferred location); strong public GitHub activity (76/100)."
CAND_0054546,84,0.675467,"AI Research Engineer with 4.9 yrs — direct title match for Senior AI Engineer; product-company background with ML infrastructure work; limited direct skill overlap with JD core stack; based in Pune, Maharashtra (JD preferred location); recently active (25d ago); high recruiter response rate (92%); strong public GitHub activity (75/100)."
CAND_0080472,85,0.675414,"Junior ML Engineer with 4.4 yrs — direct title match for Senior AI Engineer; career shows deep retrieval/ranking/recsys work at product company; partial skill overlap with JD requirements; based in Hyderabad, Telangana (JD preferred location); recently active (24d ago); high recruiter response rate (91%); notice period 120d — longer than preferred; no GitHub profile linked; marginal fit — included at tail of shortlist."
CAND_0041610,86,0.675274,"Recommendation Systems Engineer with 6.7 yrs — direct title match for Senior AI Engineer; career shows deep retrieval/ranking/recsys work at product company; partial skill overlap with JD requirements; India-based in Indore, Madhya Pradesh, willing to relocate; available within 30d notice; marginal fit — included at tail of shortlist."
CAND_0043381,87,0.675175,"AI Research Engineer with 3.6 yrs — direct title match for Senior AI Engineer; career shows deep retrieval/ranking/recsys work at product company; limited direct skill overlap with JD core stack; based in Pune, Maharashtra (JD preferred location); high recruiter response rate (78%); strong public GitHub activity (71/100); marginal fit — included at tail of shortlist."
CAND_0015582,88,0.672625,"ML Engineer with 4.4 yrs — direct title match for Senior AI Engineer; product-company background with ML infrastructure work; partial skill overlap with JD requirements; India-based in Trivandrum, Kerala, willing to relocate; recently active (25d ago); high recruiter response rate (82%); notice period 120d — longer than preferred; no GitHub profile linked; marginal fit — included at tail of shortlist."
CAND_0043228,89,0.671552,"Applied ML Engineer with 6.8 yrs — direct title match for Senior AI Engineer; career shows deep retrieval/ranking/recsys work at product company; partial skill overlap with JD requirements; based in Chennai, Tamil Nadu (JD preferred location); recently active (27d ago); available within 30d notice; not currently marked open-to-work; marginal fit — included at tail of shortlist."
CAND_0075439,90,0.670054,"Machine Learning Engineer with 4.3 yrs — direct title match for Senior AI Engineer; career shows deep retrieval/ranking/recsys work at product company; strong skill alignment with JD core stack (embeddings, retrieval, ranking); India-based in Vizag, Andhra Pradesh; available within 30d notice; strong public GitHub activity (66/100); not currently marked open-to-work; marginal fit — included at tail of shortlist."
CAND_0092255,91,0.669331,"ML Engineer with 5.2 yrs — direct title match for Senior AI Engineer; product-company background with ML infrastructure work; partial skill overlap with JD requirements; based in Noida, Uttar Pradesh (JD preferred location); strong public GitHub activity (78/100); marginal fit — included at tail of shortlist."
CAND_0078042,92,0.667734,"Applied ML Engineer with 4.7 yrs — direct title match for Senior AI Engineer; product-company background with ML infrastructure work; strong skill alignment with JD core stack (embeddings, retrieval, ranking); located Dubai — outside preferred geography; high recruiter response rate (91%); available within 30d notice; strong public GitHub activity (84/100); not currently marked open-to-work; marginal fit — included at tail of shortlist."
CAND_0093912,93,0.666718,"Senior Data Scientist (5.3 yrs) — adjacent role, strong transferable signals; career shows deep retrieval/ranking/recsys work at product company; strong skill alignment with JD core stack (embeddings, retrieval, ranking); India-based in Chandigarh, Chandigarh; available within 30d notice; strong public GitHub activity (82/100); marginal fit — included at tail of shortlist."
CAND_0066999,94,0.666549,"Recommendation Systems Engineer with 5.9 yrs — direct title match for Senior AI Engineer; product-company background with ML infrastructure work; partial skill overlap with JD requirements; based in Delhi, Delhi (JD preferred location); available within 15d notice; strong public GitHub activity (94/100); marginal fit — included at tail of shortlist."
CAND_0066376,95,0.66557,"Applied ML Engineer with 5.7 yrs — direct title match for Senior AI Engineer; career shows deep retrieval/ranking/recsys work at product company; partial skill overlap with JD requirements; based in Mumbai, Maharashtra (JD preferred location); no GitHub profile linked; marginal fit — included at tail of shortlist."
CAND_0039838,96,0.665569,"Recommendation Systems Engineer with 4.9 yrs — direct title match for Senior AI Engineer; career shows deep retrieval/ranking/recsys work at product company; strong skill alignment with JD core stack (embeddings, retrieval, ranking); India-based in Kochi, Kerala; high recruiter response rate (80%); marginal fit — included at tail of shortlist."
CAND_0066690,97,0.665118,"ML Engineer with 4.8 yrs — direct title match for Senior AI Engineer; product-company background with ML infrastructure work; partial skill overlap with JD requirements; based in Gurgaon, Haryana (JD preferred location); recently active (22d ago); high recruiter response rate (88%); available within 30d notice; marginal fit — included at tail of shortlist."
CAND_0064904,98,0.665044,"AI Engineer with 4.9 yrs — direct title match for Senior AI Engineer; career shows deep retrieval/ranking/recsys work at product company; strong skill alignment with JD core stack (embeddings, retrieval, ranking); based in Hyderabad, Telangana (JD preferred location); high recruiter response rate (78%); marginal fit — included at tail of shortlist."
CAND_0071747,99,0.663446,"AI Research Engineer with 4.2 yrs — direct title match for Senior AI Engineer; product-company background with ML infrastructure work; partial skill overlap with JD requirements; India-based in Kolkata, West Bengal; recently active (24d ago); high recruiter response rate (87%); strong public GitHub activity (68/100); marginal fit — included at tail of shortlist."
CAND_0064256,100,0.663221,"Junior ML Engineer with 6.4 yrs — direct title match for Senior AI Engineer; product-company background with ML infrastructure work; partial skill overlap with JD requirements; India-based in Kolkata, West Bengal; recently active (27d ago); high recruiter response rate (86%); available within 30d notice; no GitHub profile linked; marginal fit — included at tail of shortlist."
