candidate_id,rank,score,reasoning
CAND_0099675,46,0.6783,"Junior ML Engineer with 3.9 yrs — direct title match for Senior AI Engineer; deep retrieval/ranking/recsys work at product company; partial skill overlap with JD core stack; India-based in Kochi, Kerala; recently active (23d ago); high recruiter response rate (78%)."
CAND_0053527,47,0.6775,"Junior ML Engineer with 7.0 yrs — direct title match for Senior AI Engineer; deep retrieval/ranking/recsys work at product company; partial skill overlap with JD core stack; based in Bangalore, Karnataka (JD preferred location); recently active (22d ago); high recruiter response rate (81%); no GitHub linked."
CAND_0028422,48,0.6772,"Junior ML Engineer with 5.5 yrs — direct title match for Senior AI Engineer; deep retrieval/ranking/recsys work at product company; limited direct skill overlap; based in Chennai, Tamil Nadu (JD preferred location); high recruiter response rate (76%); strong GitHub activity (72/100)."
CAND_0047521,49,0.6747,"Junior ML Engineer with 4.4 yrs — direct title match for Senior AI Engineer; deep retrieval/ranking/recsys work at product company; partial skill overlap with JD core stack; based in Mumbai, Maharashtra (JD preferred location); high recruiter response rate (83%); notice period 120d; strong GitHub activity (66/100)."
CAND_0054123,50,0.6741,"Applied ML Engineer with 4.7 yrs — direct title match for Senior AI Engineer; deep retrieval/ranking/recsys work at product company; strong skill alignment (embeddings, retrieval, ranking); based in Gurgaon, Haryana (JD preferred location); high recruiter response rate (87%); strong GitHub activity (72/100); not marked open-to-work."
CAND_0068932,51,0.6736,"ML Engineer with 5.2 yrs — direct title match for Senior AI Engineer; deep retrieval/ranking/recsys work at product company; limited direct skill overlap; based in Noida, Uttar Pradesh (JD preferred location); recently active (23d ago); high recruiter response rate (82%); available within 30d notice; strong GitHub activity (70/100)."
CAND_0076163,52,0.6716,"NLP Engineer with 6.9 yrs — direct title match for Senior AI Engineer; product-company ML infrastructure background; partial skill overlap with JD core stack; India-based in Chandigarh, Chandigarh; high recruiter response rate (84%); strong GitHub activity (85/100)."
CAND_0009691,53,0.6714,"Applied ML Engineer with 6.2 yrs — direct title match for Senior AI Engineer; deep retrieval/ranking/recsys work at product company; partial skill overlap with JD core stack; India-based in Indore, Madhya Pradesh, willing to relocate; notice period 120d; strong GitHub activity (68/100)."
CAND_0068811,54,0.6713,"Applied ML Engineer with 8.0 yrs — direct title match for Senior AI Engineer; deep retrieval/ranking/recsys work at product company; partial skill overlap with JD core stack; based in Pune, Maharashtra (JD preferred location); recently active (28d ago); available within 30d notice."
CAND_0098846,55,0.6702,"AI Engineer with 7.6 yrs — direct title match for Senior AI Engineer; product-company ML infrastructure background; partial skill overlap with JD core stack; India-based in Indore, Madhya Pradesh, willing to relocate; strong GitHub activity (86/100)."
CAND_0011327,56,0.6699,"AI Research Engineer with 6.3 yrs — direct title match for Senior AI Engineer; deep retrieval/ranking/recsys work at product company; limited direct skill overlap; based in Gurgaon, Haryana (JD preferred location); recently active (24d ago); high recruiter response rate (79%); no GitHub linked."
CAND_0018722,57,0.6694,Recommendation Systems Engineer with 6.6 yrs — direct title match for Senior AI Engineer; deep retrieval/ranking/recsys work at product company; partial skill overlap with JD core stack; located Toronto — outside preferred geography; high recruiter response rate (79%); strong GitHub activity (94/100).
CAND_0081053,58,0.6677,"NLP Engineer with 5.4 yrs — direct title match for Senior AI Engineer; deep retrieval/ranking/recsys work at product company; partial skill overlap with JD core stack; India-based in Chandigarh, Chandigarh, willing to relocate; high recruiter response rate (83%); strong GitHub activity (78/100)."
CAND_0030468,59,0.6676,"Senior Applied Scientist with 5.4 yrs — direct title match for Senior AI Engineer; deep retrieval/ranking/recsys work at product company; partial skill overlap with JD core stack; India-based in Indore, Madhya Pradesh, willing to relocate; high recruiter response rate (78%)."
CAND_0039754,60,0.6674,"Senior Applied Scientist with 16.2 yrs — direct title match for Senior AI Engineer; deep retrieval/ranking/recsys work at product company; partial skill overlap with JD core stack; India-based in Indore, Madhya Pradesh, willing to relocate; high recruiter response rate (81%); available within 30d notice; strong GitHub activity (78/100)."
CAND_0086022,61,0.6669,"Senior Applied Scientist with 5.3 yrs — direct title match for Senior AI Engineer; deep retrieval/ranking/recsys work at product company; strong skill alignment (embeddings, retrieval, ranking); India-based in Kolkata, West Bengal, willing to relocate; available within 0d notice; strong GitHub activity (75/100)."
CAND_0052328,62,0.6667,"Recommendation Systems Engineer with 6.5 yrs — direct title match for Senior AI Engineer; product-company ML infrastructure background; strong skill alignment (embeddings, retrieval, ranking); based in Pune, Maharashtra (JD preferred location); high recruiter response rate (79%); available within 30d notice; strong GitHub activity (78/100)."
CAND_0050454,63,0.6663,"AI Engineer with 6.8 yrs — direct title match for Senior AI Engineer; deep retrieval/ranking/recsys work at product company; partial skill overlap with JD core stack; based in Delhi, Delhi (JD preferred location); high recruiter response rate (77%); available within 30d notice; no GitHub linked."
CAND_0037566,64,0.6649,"Machine Learning Engineer with 6.9 yrs — direct title match for Senior AI Engineer; product-company ML infrastructure background; partial skill overlap with JD core stack; based in Bangalore, Karnataka (JD preferred location); available within 15d notice; strong GitHub activity (73/100)."
CAND_0021410,65,0.6628,"Junior ML Engineer with 4.0 yrs — direct title match for Senior AI Engineer; deep retrieval/ranking/recsys work at product company; limited direct skill overlap; based in Hyderabad, Telangana (JD preferred location); recently active (25d ago); high recruiter response rate (80%); no GitHub linked."
CAND_0086893,66,0.6612,"ML Engineer with 3.9 yrs — direct title match for Senior AI Engineer; deep retrieval/ranking/recsys work at product company; partial skill overlap with JD core stack; based in Bangalore, Karnataka (JD preferred location); recently active (24d ago); high recruiter response rate (90%); no GitHub linked."
CAND_0015065,67,0.6604,"AI Research Engineer with 3.9 yrs — direct title match for Senior AI Engineer; deep retrieval/ranking/recsys work at product company; partial skill overlap with JD core stack; based in Delhi, Delhi (JD preferred location); high recruiter response rate (84%)."
CAND_0064888,68,0.6591,"ML Engineer with 5.8 yrs — direct title match for Senior AI Engineer; product-company ML infrastructure background; partial skill overlap with JD core stack; India-based in Vizag, Andhra Pradesh, willing to relocate; recently active (24d ago); high recruiter response rate (92%); available within 30d notice."
CAND_0025640,69,0.6567,"AI Research Engineer with 5.6 yrs — direct title match for Senior AI Engineer; mixed consulting/product background; strong skill alignment (embeddings, retrieval, ranking); India-based in Jaipur, Rajasthan; high recruiter response rate (87%); available within 30d notice; no GitHub linked."
CAND_0053591,70,0.6561,AI Engineer with 5.3 yrs — direct title match for Senior AI Engineer; product-company ML infrastructure background; partial skill overlap with JD core stack; located Toronto — outside preferred geography; high recruiter response rate (81%); strong GitHub activity (76/100).
CAND_0049538,71,0.655,"Applied ML Engineer with 5.8 yrs — direct title match for Senior AI Engineer; product-company ML infrastructure background; strong skill alignment (embeddings, retrieval, ranking); India-based in Jaipur, Rajasthan; recently active (22d ago); available within 30d notice; strong GitHub activity (91/100); not marked open-to-work."
CAND_0061655,72,0.6549,"Machine Learning Engineer with 4.6 yrs — direct title match for Senior AI Engineer; deep retrieval/ranking/recsys work at product company; partial skill overlap with JD core stack; India-based in Jaipur, Rajasthan; recently active (28d ago); high recruiter response rate (88%); available within 15d notice; not marked open-to-work."
CAND_0075574,73,0.6547,"Machine Learning Engineer with 5.7 yrs — direct title match for Senior AI Engineer; deep retrieval/ranking/recsys work at product company; partial skill overlap with JD core stack; based in Bangalore, Karnataka (JD preferred location)."
CAND_0005538,74,0.6538,"Senior AI Engineer with 5.9 yrs — direct title match for Senior AI Engineer; deep retrieval/ranking/recsys work at product company; limited direct skill overlap; India-based in Kolkata, West Bengal; high recruiter response rate (81%)."
CAND_0090155,75,0.6538,"ML Engineer with 5.8 yrs — direct title match for Senior AI Engineer; product-company ML infrastructure background; partial skill overlap with JD core stack; based in Pune, Maharashtra (JD preferred location); strong GitHub activity (76/100)."
CAND_0099751,76,0.6533,"Junior ML Engineer with 5.5 yrs — direct title match for Senior AI Engineer; deep retrieval/ranking/recsys work at product company; partial skill overlap with JD core stack; based in Chennai, Tamil Nadu (JD preferred location); notice period 120d."
CAND_0017178,77,0.6531,"ML Engineer with 4.2 yrs — direct title match for Senior AI Engineer; deep retrieval/ranking/recsys work at product company; limited direct skill overlap; based in Hyderabad, Telangana (JD preferred location); recently active (23d ago); high recruiter response rate (85%); available within 30d notice; not marked open-to-work."
CAND_0042100,78,0.6523,"Machine Learning Engineer with 7.3 yrs — direct title match for Senior AI Engineer; product-company ML infrastructure background; strong skill alignment (embeddings, retrieval, ranking); located Singapore — outside preferred geography; high recruiter response rate (87%)."
CAND_0006567,79,0.6441,"Senior AI Engineer with 7.9 yrs — direct title match for Senior AI Engineer; deep retrieval/ranking/recsys work at product company; limited direct skill overlap; based in Noida, Uttar Pradesh (JD preferred location); high recruiter response rate (79%)."
CAND_0080472,80,0.6435,"Junior ML Engineer with 4.4 yrs — direct title match for Senior AI Engineer; deep retrieval/ranking/recsys work at product company; partial skill overlap with JD core stack; based in Hyderabad, Telangana (JD preferred location); recently active (24d ago); high recruiter response rate (91%); notice period 120d; no GitHub linked."
CAND_0044222,81,0.6426,"AI Engineer with 7.7 yrs — direct title match for Senior AI Engineer; deep retrieval/ranking/recsys work at product company; partial skill overlap with JD core stack; India-based in Vizag, Andhra Pradesh."
CAND_0064256,82,0.6424,"Junior ML Engineer with 6.4 yrs — direct title match for Senior AI Engineer; product-company ML infrastructure background; partial skill overlap with JD core stack; India-based in Kolkata, West Bengal; recently active (27d ago); high recruiter response rate (86%); available within 30d notice; no GitHub linked."
CAND_0041610,83,0.6421,"Recommendation Systems Engineer with 6.7 yrs — direct title match for Senior AI Engineer; deep retrieval/ranking/recsys work at product company; partial skill overlap with JD core stack; India-based in Indore, Madhya Pradesh, willing to relocate; available within 30d notice."
CAND_0066690,84,0.642,"ML Engineer with 4.8 yrs — direct title match for Senior AI Engineer; product-company ML infrastructure background; partial skill overlap with JD core stack; based in Gurgaon, Haryana (JD preferred location); recently active (22d ago); high recruiter response rate (88%); available within 30d notice."
CAND_0092255,85,0.6409,"ML Engineer with 5.2 yrs — direct title match for Senior AI Engineer; product-company ML infrastructure background; partial skill overlap with JD core stack; based in Noida, Uttar Pradesh (JD preferred location); strong GitHub activity (78/100); marginal fit at tail of shortlist."
CAND_0054318,86,0.6405,"AI Research Engineer with 3.5 yrs — direct title match for Senior AI Engineer; product-company ML infrastructure background; partial skill overlap with JD core stack; India-based in Chandigarh, Chandigarh; recently active (22d ago); high recruiter response rate (87%); marginal fit at tail of shortlist."
CAND_0049540,87,0.6381,"ML Engineer with 6.8 yrs — direct title match for Senior AI Engineer; product-company ML infrastructure background; limited direct skill overlap; India-based in Trivandrum, Kerala; recently active (23d ago); high recruiter response rate (86%); no GitHub linked; marginal fit at tail of shortlist."
CAND_0054546,88,0.6377,"AI Research Engineer with 4.9 yrs — direct title match for Senior AI Engineer; product-company ML infrastructure background; limited direct skill overlap; based in Pune, Maharashtra (JD preferred location); recently active (25d ago); high recruiter response rate (92%); strong GitHub activity (75/100); marginal fit at tail of shortlist."
CAND_0043381,89,0.6375,"AI Research Engineer with 3.6 yrs — direct title match for Senior AI Engineer; deep retrieval/ranking/recsys work at product company; limited direct skill overlap; based in Pune, Maharashtra (JD preferred location); high recruiter response rate (78%); strong GitHub activity (71/100); marginal fit at tail of shortlist."
CAND_0015582,90,0.6372,"ML Engineer with 4.4 yrs — direct title match for Senior AI Engineer; product-company ML infrastructure background; partial skill overlap with JD core stack; India-based in Trivandrum, Kerala, willing to relocate; recently active (25d ago); high recruiter response rate (82%); notice period 120d; no GitHub linked; marginal fit at tail of shortlist."
CAND_0039383,91,0.6371,"Applied ML Engineer with 7.1 yrs — direct title match for Senior AI Engineer; deep retrieval/ranking/recsys work at product company; partial skill overlap with JD core stack; based in Gurgaon, Haryana (JD preferred location); strong GitHub activity (86/100); marginal fit at tail of shortlist."
CAND_0033445,92,0.6343,"ML Engineer with 6.8 yrs — direct title match for Senior AI Engineer; product-company ML infrastructure background; limited direct skill overlap; India-based in Ahmedabad, Gujarat; recently active (23d ago); high recruiter response rate (94%); available within 30d notice; no GitHub linked; marginal fit at tail of shortlist."
CAND_0043228,93,0.6333,"Applied ML Engineer with 6.8 yrs — direct title match for Senior AI Engineer; deep retrieval/ranking/recsys work at product company; partial skill overlap with JD core stack; based in Chennai, Tamil Nadu (JD preferred location); recently active (27d ago); available within 30d notice; not marked open-to-work; marginal fit at tail of shortlist."
CAND_0066999,94,0.632,"Recommendation Systems Engineer with 5.9 yrs — direct title match for Senior AI Engineer; product-company ML infrastructure background; partial skill overlap with JD core stack; based in Delhi, Delhi (JD preferred location); available within 15d notice; strong GitHub activity (94/100); marginal fit at tail of shortlist."
CAND_0080465,95,0.6318,ML Engineer with 4.2 yrs — direct title match for Senior AI Engineer; product-company ML infrastructure background; limited direct skill overlap; located Toronto — outside preferred geography; recently active (24d ago); high recruiter response rate (83%); strong GitHub activity (81/100); marginal fit at tail of shortlist.
CAND_0010257,96,0.6316,"Senior Data Scientist (6.5 yrs) — adjacent role, strong transferable signals; deep retrieval/ranking/recsys work at product company; partial skill overlap with JD core stack; based in Noida, Uttar Pradesh (JD preferred location); notice period 120d; marginal fit at tail of shortlist."
CAND_0039838,97,0.6314,"Recommendation Systems Engineer with 4.9 yrs — direct title match for Senior AI Engineer; deep retrieval/ranking/recsys work at product company; strong skill alignment (embeddings, retrieval, ranking); India-based in Kochi, Kerala; high recruiter response rate (80%); marginal fit at tail of shortlist."
CAND_0093912,98,0.6303,"Senior Data Scientist (5.3 yrs) — adjacent role, strong transferable signals; deep retrieval/ranking/recsys work at product company; strong skill alignment (embeddings, retrieval, ranking); India-based in Chandigarh, Chandigarh; available within 30d notice; strong GitHub activity (82/100); marginal fit at tail of shortlist."
CAND_0029367,99,0.6294,"Senior Data Scientist (5.7 yrs) — adjacent role, strong transferable signals; deep retrieval/ranking/recsys work at product company; strong skill alignment (embeddings, retrieval, ranking); based in Bangalore, Karnataka (JD preferred location); recently active (29d ago); high recruiter response rate (77%); marginal fit at tail of shortlist."
CAND_0048558,100,0.6291,"Data Scientist (6.7 yrs) — adjacent role, strong transferable signals; deep retrieval/ranking/recsys work at product company; partial skill overlap with JD core stack; based in Noida, Uttar Pradesh (JD preferred location); recently active (22d ago); high recruiter response rate (80%); available within 30d notice; no GitHub linked; marginal fit at tail of shortlist."
